Payment_ID,Project_ID,Payment_Date,Amount_Cr,Payment_Status,Payment_Year,Payment_Month
PAY20405,,2025-05-05,7.95,Paid,2025.0,5.0
PAY20406,P1061,2025-06-12,13.23,On Hold,2025.0,6.0
PAY20407,P1061,2025-08-23,10.78,Approved,2025.0,8.0
PAY20408,P1061,2026-02-20,2.58,Approved,2026.0,2.0
PAY20409,P1061,2025-10-20,10.77,Approved,2025.0,10.0
PAY20410,P1061,2025-05-09,11.22,Pending,2025.0,5.0
PAY20411,P1062,2026-05-31,4.56,Partially Paid,2026.0,5.0
PAY20412,P1062,2025-06-06,9.64,Paid,2025.0,6.0
PAY20413,P1062,2027-02-04,3.37,Approved,2027.0,2.0
PAY20414,P1062,2025-02-14,8.87,Approved,2025.0,2.0
PAY20415,P1062,2025-09-23,10.89,On Hold,2025.0,9.0
PAY20416,P1063,2026-02-19,9.37,Pending,2026.0,2.0
PAY20417,P1063,2025-12-13,9.75,On Hold,2025.0,12.0
PAY20418,P1063,2026-08-30,7.64,On Hold,2026.0,8.0
PAY20419,P1063,2025-12-28,5.83,Partially Paid,2025.0,12.0
PAY20420,P1063,2026-05-17,2.74,On Hold,2026.0,5.0
PAY20421,P1063,,2.84,Partially Paid,,
PAY20422,P1063,2025-06-27,10.11,Paid,2025.0,6.0
PAY20423,P1063,2025-12-12,3.57,Pending,2025.0,12.0
PAY20424,P1063,2025-10-12,2.46,On Hold,2025.0,10.0
PAY20425,P1064,2024-11-19,3.15,Partially Paid,2024.0,11.0
PAY20426,P1064,2024-05-08,8.65,Paid,2024.0,5.0
PAY20427,P1064,2024-07-13,13.5,Pending,2024.0,7.0
PAY20428,P1064,2024-01-31,10.05,Partially Paid,2024.0,1.0
PAY20429,P1065,2024-11-15,7.73,Approved,2024.0,11.0
PAY20430,P1065,2024-03-04,14.56,Paid,2024.0,3.0
PAY20431,P1065,2025-03-15,8.61,Pending,2025.0,3.0
PAY20432,P1065,2024-08-20,4.03,Pending,2024.0,8.0
PAY20433,P1066,2024-03-01,10.42,Partially Paid,2024.0,3.0
PAY20434,P1066,2024-02-04,0.84,On Hold,2024.0,2.0
PAY20435,P1066,2024-03-21,8.39,Paid,2024.0,3.0
PAY20436,P1066,2024-11-20,3.05,Paid,2024.0,11.0
PAY20437,P1066,,13.57,On Hold,,
PAY20438,P1066,2024-04-09,1.15,Pending,2024.0,4.0
PAY20439,P1067,2025-10-01,11.48,Partially Paid,2025.0,10.0
PAY20440,P1067,2025-05-30,1.7,Paid,2025.0,5.0
PAY20441,P1067,2025-01-01,11.9,Paid,2025.0,1.0
PAY20442,P1067,2024-08-29,7.3,Partially Paid,2024.0,8.0
PAY20443,P1067,2024-05-05,7.27,Paid,2024.0,5.0
PAY20444,P1067,2025-08-18,8.94,On Hold,2025.0,8.0
PAY20445,P1068,,8.65,On Hold,,
PAY20446,P1068,2026-10-27,12.95,Paid,2026.0,10.0
PAY20447,P1068,2027-08-20,13.33,Pending,2027.0,8.0
PAY20448,P1068,2027-04-08,12.14,On Hold,2027.0,4.0
PAY20449,P1068,2027-09-25,6.98,Paid,2027.0,9.0
PAY20450,P1068,2026-04-27,11.38,On Hold,2026.0,4.0
PAY20451,P1068,2026-05-17,7.52,Pending,2026.0,5.0
PAY20452,P1068,2026-07-15,7.73,On Hold,2026.0,7.0
PAY20453,P1068,2026-05-30,14.28,Approved,2026.0,5.0
PAY20454,P1068,2026-05-10,13.04,Pending,2026.0,5.0
PAY20455,P1069,2026-02-05,10.25,On Hold,2026.0,2.0
PAY20456,P1069,2026-02-23,9.48,Paid,2026.0,2.0
PAY20457,P1069,2025-12-20,7.44,Approved,2025.0,12.0
PAY20458,P1069,2026-06-05,7.19,Pending,2026.0,6.0
PAY20459,P1069,2025-12-18,1.22,Partially Paid,2025.0,12.0
PAY20460,P1069,2026-08-28,4.74,Partially Paid,2026.0,8.0
PAY20461,,2026-03-12,9.66,On Hold,2026.0,3.0
PAY20462,P1069,2025-12-20,3.11,Paid,2025.0,12.0
PAY20463,P1070,2026-01-15,4.78,Approved,2026.0,1.0
PAY20464,P1070,2026-05-04,11.55,Partially Paid,2026.0,5.0
PAY20465,P1070,2025-09-24,10.35,On Hold,2025.0,9.0
PAY20466,P1070,2026-01-12,8.67,Pending,2026.0,1.0
PAY20467,P1070,2026-05-08,2.56,Partially Paid,2026.0,5.0
PAY20468,,2025-12-03,12.82,On Hold,2025.0,12.0
PAY20469,P1071,2024-09-01,14.36,Partially Paid,2024.0,9.0
PAY20470,P1071,2025-08-03,9.03,Partially Paid,2025.0,8.0
PAY20471,P1071,2025-12-10,10.97,Pending,2025.0,12.0
PAY20472,P1071,2024-06-29,7.21,Approved,2024.0,6.0
PAY20473,P1071,2024-10-17,2.39,Approved,2024.0,10.0
PAY20474,P1072,2027-02-26,11.24,Partially Paid,2027.0,2.0
PAY20475,P1072,2026-06-04,6.52,Partially Paid,2026.0,6.0
PAY20476,P1072,2027-01-23,6.4,Partially Paid,2027.0,1.0
PAY20477,P1072,2026-01-26,14.54,Approved,2026.0,1.0
PAY20478,P1072,2026-11-24,12.13,Partially Paid,2026.0,11.0
PAY20479,P1072,2027-01-25,4.29,Pending,2027.0,1.0
PAY20480,P1072,2026-04-14,10.02,Approved,2026.0,4.0
PAY20481,P1072,2026-05-28,12.53,Paid,2026.0,5.0
PAY20482,P1073,2024-02-18,11.92,Approved,2024.0,2.0
PAY20483,P1073,2024-07-01,8.51,Pending,2024.0,7.0
PAY20484,P1073,2023-07-16,9.36,Partially Paid,2023.0,7.0
PAY20485,P1073,2023-09-14,1.83,Pending,2023.0,9.0
PAY20486,P1073,2023-05-21,5.05,Partially Paid,2023.0,5.0
PAY20487,P1073,2024-08-06,7.18,Paid,2024.0,8.0
PAY20488,P1073,2024-10-13,6.0,Partially Paid,2024.0,10.0
PAY20489,P1073,2023-08-20,4.38,On Hold,2023.0,8.0
PAY20490,P1074,2023-01-21,1.75,Approved,2023.0,1.0
PAY20491,P1074,2023-08-31,8.18,Partially Paid,2023.0,8.0
PAY20492,P1074,2023-09-09,1.89,Pending,2023.0,9.0
PAY20493,P1074,2023-02-05,5.04,Partially Paid,2023.0,2.0
PAY20494,P1074,2023-04-26,13.14,On Hold,2023.0,4.0
PAY20495,P1074,2023-09-24,8.72,On Hold,2023.0,9.0
PAY20496,P1074,2023-02-20,6.71,Approved,2023.0,2.0
PAY20497,P1074,2024-06-30,8.31,Approved,2024.0,6.0
PAY20498,P1074,2024-06-14,8.08,Approved,2024.0,6.0
PAY20499,P1075,2024-08-09,11.64,Paid,2024.0,8.0
PAY20500,P1075,2025-02-03,14.37,Approved,2025.0,2.0
PAY20501,P1075,2025-06-18,11.27,Pending,2025.0,6.0
PAY20502,P1076,2026-01-31,7.16,Partially Paid,2026.0,1.0
PAY20503,,2026-02-21,5.16,Approved,2026.0,2.0
PAY20504,P1076,2025-12-28,9.15,Paid,2025.0,12.0
PAY20505,P1076,2025-10-30,2.01,Partially Paid,2025.0,10.0
PAY20506,P1076,2026-03-26,6.1,Partially Paid,2026.0,3.0
PAY20507,P1077,2027-08-03,8.04,On Hold,2027.0,8.0
PAY20508,P1077,2026-04-21,0.49,Partially Paid,2026.0,4.0
PAY20509,P1077,2025-05-06,14.41,Approved,2025.0,5.0
PAY20510,P1078,2026-01-20,8.73,Paid,2026.0,1.0
PAY20511,P1078,2026-09-09,1.36,Paid,2026.0,9.0
PAY20512,P1078,2026-06-10,11.76,On Hold,2026.0,6.0
PAY20513,P1078,2025-11-18,12.03,Paid,2025.0,11.0
PAY20514,P1078,2026-06-18,13.86,On Hold,2026.0,6.0
PAY20515,P1078,2026-07-27,14.9,Paid,2026.0,7.0
PAY20516,P1078,2026-09-25,10.34,Approved,2026.0,9.0
PAY20517,P1078,2026-04-24,6.91,Pending,2026.0,4.0
PAY20518,P1078,2026-07-28,5.12,Pending,2026.0,7.0
PAY20519,P1078,2026-07-26,8.73,Partially Paid,2026.0,7.0
PAY20520,p1079,2027-03-14,0.57,On Hold,2027.0,3.0
PAY20521,,2026-05-13,0.34,Partially Paid,2026.0,5.0
PAY20522,P1079,2025-12-23,0.38,Approved,2025.0,12.0
PAY20523,P1079,2026-07-20,2.47,Pending,2026.0,7.0
PAY20524,P1079,,10.2,Approved,,
PAY20525,P1079,2026-09-12,7.0,Pending,2026.0,9.0
PAY20526,P1079,2027-01-12,12.37,Approved,2027.0,1.0
PAY20527,P1079,2027-03-16,13.23,On Hold,2027.0,3.0
PAY20528,P1079,2026-03-02,3.04,Pending,2026.0,3.0
PAY20529,P1080,2023-01-25,2.93,,2023.0,1.0
PAY20530,P1080,2023-09-13,9.13,Paid,2023.0,9.0
PAY20531,P1080,,2.13,Approved,,
PAY20532,P1080,2022-05-25,5.08,Approved,2022.0,5.0
PAY20533,P1080,2022-11-06,9.96,Pending,2022.0,11.0
PAY20534,P1080,2023-01-20,2.66,Approved,2023.0,1.0
PAY20535,P1081,2024-05-12,11.64,Paid,2024.0,5.0
PAY20536,P1081,2024-04-01,13.2,Partially Paid,2024.0,4.0
PAY20537,P1081,2024-03-25,12.55,Partially Paid,2024.0,3.0
PAY20538,P1081,2024-02-04,6.8,Pending,2024.0,2.0
PAY20539,,2024-08-03,0.98,Partially Paid,2024.0,8.0
PAY20540,P1081,2024-08-13,3.18,Partially Paid,2024.0,8.0
PAY20541,P1082,2022-07-13,14.55,On Hold,2022.0,7.0
PAY20542,P1082,2023-11-22,10.94,Paid,2023.0,11.0
PAY20543,P1082,2022-09-22,11.41,Paid,2022.0,9.0
PAY20544,P1082,2023-08-22,11.17,Approved,2023.0,8.0
PAY20545,P1083,2024-03-11,3.07,Paid,2024.0,3.0
PAY20546,P1083,2024-04-27,5.56,Approved,2024.0,4.0
PAY20547,P1083,2024-04-28,1.9,Partially Paid,2024.0,4.0
PAY20548,P1083,2023-08-20,0.36,Partially Paid,2023.0,8.0
PAY20549,P1083,2024-03-03,14.43,Paid,2024.0,3.0
PAY20550,P1083,2024-02-09,5.57,Approved,2024.0,2.0
PAY20551,P1083,2023-09-14,6.65,Approved,2023.0,9.0
PAY20552,P1083,2023-12-07,15.0,Paid,2023.0,12.0
PAY20553,P1084,2028-04-30,7.2,,2028.0,4.0
PAY20554,P1084,2027-12-03,9.8,Approved,2027.0,12.0
PAY20555,P1084,2026-01-01,2.33,Pending,2026.0,1.0
PAY20556,P1084,2026-05-16,8.58,Pending,2026.0,5.0
PAY20557,P1084,2027-05-01,2.55,Partially Paid,2027.0,5.0
PAY20558,P1084,2028-01-05,0.83,On Hold,2028.0,1.0
PAY20559,P1084,2028-02-15,3.34,Approved,2028.0,2.0
PAY20560,P1084,2026-12-01,9.36,Pending,2026.0,12.0
PAY20561,P1084,2027-01-19,2.79,On Hold,2027.0,1.0
PAY20562,P1085,2026-03-03,5.63,Paid,2026.0,3.0
PAY20563,P1085,2026-02-12,0.69,Pending,2026.0,2.0
PAY20564,P1085,2026-07-09,6.2,Approved,2026.0,7.0
PAY20565,P1085,2026-05-28,9.42,Paid,2026.0,5.0
PAY20566,P1085,2025-09-25,5.14,Partially Paid,2025.0,9.0
PAY20567,P1086,2026-06-01,13.73,Paid,2026.0,6.0
PAY20568,P1086,2027-01-26,11.5,On Hold,2027.0,1.0
PAY20569,P1086,2026-06-27,2.58,Paid,2026.0,6.0
PAY20570,P1087,2024-10-14,1.61,Paid,2024.0,10.0
PAY20571,P1087,2024-06-23,14.54,Partially Paid,2024.0,6.0
PAY20572,P1087,2025-04-29,12.88,On Hold,2025.0,4.0
PAY20573,P1087,2025-05-24,2.23,On Hold,2025.0,5.0
PAY20574,,2026-06-06,9.64,Approved,2026.0,6.0
PAY20575,P1087,2025-06-30,7.17,Approved,2025.0,6.0
PAY20576,P1087,2024-07-09,5.01,On Hold,2024.0,7.0
PAY20577,P1087,2025-03-09,14.36,Paid,2025.0,3.0
PAY20578,P1088,2027-05-02,11.29,On Hold,2027.0,5.0
PAY20579,P1088,2026-07-02,2.11,On Hold,2026.0,7.0
PAY20580,P1088,,12.13,Pending,,
PAY20581,P1088,2026-08-01,9.97,Paid,2026.0,8.0
PAY20582,P1088,2027-01-31,4.41,On Hold,2027.0,1.0
PAY20583,P1088,2026-03-31,3.93,Approved,2026.0,3.0
PAY20584,P1088,2026-06-21,11.02,Approved,2026.0,6.0
PAY20585,P1088,2026-11-15,10.73,Partially Paid,2026.0,11.0
PAY20586,P1088,2027-05-30,7.87,Approved,2027.0,5.0
PAY20587,P1088,2026-04-27,5.09,Approved,2026.0,4.0
PAY20588,P1089,2024-06-10,11.11,Paid,2024.0,6.0
PAY20589,P1089,2024-09-04,13.61,,2024.0,9.0
PAY20590,P1089,2024-07-07,0.96,Pending,2024.0,7.0
PAY20591,P1089,2023-11-20,0.46,Paid,2023.0,11.0
PAY20592,P1089,2023-12-18,2.64,Approved,2023.0,12.0
PAY20593,P1090,2023-11-28,7.39,Approved,2023.0,11.0
PAY20594,P1090,2023-07-01,9.52,On Hold,2023.0,7.0
PAY20595,P1090,2023-10-20,6.92,Pending,2023.0,10.0
PAY20596,P1091,2024-07-21,4.13,Partially Paid,2024.0,7.0
PAY20597,P1091,2023-02-21,11.24,On Hold,2023.0,2.0
PAY20598,P1091,2023-10-04,5.22,Pending,2023.0,10.0
PAY20599,P1091,2023-07-12,5.28,Partially Paid,2023.0,7.0
PAY20600,P1091,2024-05-08,6.98,Paid,2024.0,5.0
PAY20601,P1091,2024-09-07,12.88,On Hold,2024.0,9.0
PAY20602,P1091,2023-07-20,1.18,Approved,2023.0,7.0
PAY20603,P1091,2024-01-03,9.72,On Hold,2024.0,1.0
PAY20604,P1091,2023-03-02,1.65,Partially Paid,2023.0,3.0
PAY20605,P1091,2023-02-14,2.02,Approved,2023.0,2.0
PAY20606,P1092,,4.78,Partially Paid,,
PAY20607,P1092,2023-09-08,14.5,On Hold,2023.0,9.0
PAY20608,P1092,2023-10-29,6.11,On Hold,2023.0,10.0
PAY20609,P1092,2023-11-04,2.34,Pending,2023.0,11.0
PAY20610,P1092,2023-08-05,3.18,Approved,2023.0,8.0
PAY20611,P1093,2024-11-25,12.93,On Hold,2024.0,11.0
PAY20612,P1093,2023-06-16,12.05,Approved,2023.0,6.0
PAY20613,P1093,2024-11-01,3.65,On Hold,2024.0,11.0
PAY20614,P1093,2023-10-16,5.77,Paid,2023.0,10.0
PAY20615,P1093,2025-03-25,2.69,On Hold,2025.0,3.0
PAY20616,P1094,2024-10-12,8.23,On Hold,2024.0,10.0
PAY20617,P1094,2025-03-01,12.91,Approved,2025.0,3.0
PAY20618,P1094,2024-08-21,14.4,Partially Paid,2024.0,8.0
PAY20619,P1094,2024-12-25,6.0,On Hold,2024.0,12.0
PAY20620,P1094,2025-02-27,13.43,Partially Paid,2025.0,2.0
PAY20621,P1094,2025-01-07,2.26,Approved,2025.0,1.0
PAY20622,P1095,2023-12-11,3.96,On Hold,2023.0,12.0
PAY20623,P1095,2024-08-10,3.33,On Hold,2024.0,8.0
PAY20624,P1095,2025-05-26,14.4,Paid,2025.0,5.0
PAY20625,P1096,2023-10-03,2.37,Pending,2023.0,10.0
PAY20626,P1096,2024-01-16,6.02,Pending,2024.0,1.0
PAY20627,P1096,2024-07-15,6.02,Pending,2024.0,7.0
PAY20628,P1096,2024-01-22,12.56,Paid,2024.0,1.0
PAY20629,P1096,2023-12-30,14.46,Approved,2023.0,12.0
PAY20630,P1096,2023-10-03,13.42,Paid,2023.0,10.0
PAY20631,P1096,2025-01-01,14.18,Pending,2025.0,1.0
PAY20632,P1096,2023-12-09,6.79,Approved,2023.0,12.0
PAY20633,P1096,2024-04-12,0.41,Paid,2024.0,4.0
PAY20634,P1097,2023-03-12,1.76,On Hold,2023.0,3.0
PAY20635,P1097,2023-02-13,3.67,Partially Paid,2023.0,2.0
PAY20636,P1097,2022-11-16,12.38,On Hold,2022.0,11.0
PAY20637,P1097,2023-02-04,2.52,Approved,2023.0,2.0
PAY20638,P1097,2022-11-03,14.25,Paid,2022.0,11.0
PAY20639,P1097,2022-12-29,12.61,Approved,2022.0,12.0
PAY20640,P1097,2022-08-13,9.5,Partially Paid,2022.0,8.0
PAY20641,P1098,2025-10-01,11.44,Pending,2025.0,10.0
PAY20642,P1098,2025-11-07,1.77,On Hold,2025.0,11.0
PAY20643,P1098,2025-05-27,3.81,Partially Paid,2025.0,5.0
PAY20644,P1098,2025-08-06,6.47,Paid,2025.0,8.0
PAY20645,P1098,2025-03-03,12.67,Approved,2025.0,3.0
PAY20646,P1099,2024-03-03,7.74,Partially Paid,2024.0,3.0
PAY20647,P1099,2024-03-17,12.59,Approved,2024.0,3.0
PAY20648,P1099,2023-05-23,0.44,Partially Paid,2023.0,5.0
PAY20649,P1099,2023-08-13,8.89,Pending,2023.0,8.0
PAY20650,P1099,2024-02-07,6.65,Approved,2024.0,2.0
PAY20651,P1099,2023-06-03,14.96,Partially Paid,2023.0,6.0
PAY20652,P1099,2024-01-23,9.2,On Hold,2024.0,1.0
PAY20653,P1100,2027-03-23,7.9,Partially Paid,2027.0,3.0
PAY20654,P1100,2025-08-22,9.12,On Hold,2025.0,8.0
PAY20655,P1100,2027-11-15,11.96,Paid,2027.0,11.0
PAY20656,P1100,2027-02-19,1.65,Pending,2027.0,2.0
PAY20657,P1100,2026-07-14,8.81,On Hold,2026.0,7.0
PAY20658,P1100,2026-09-14,12.28,Paid,2026.0,9.0
PAY20659,P1100,2026-06-30,9.79,Partially Paid,2026.0,6.0
PAY20660,P1100,2027-11-29,7.05,On Hold,2027.0,11.0
PAY20661,P1100,2025-08-17,14.12,Partially Paid,2025.0,8.0
PAY20662,P1101,2022-06-02,8.61,,2022.0,6.0
PAY20663,P1101,2022-12-31,14.2,Paid,2022.0,12.0
PAY20664,P1101,2022-07-11,13.83,Paid,2022.0,7.0
PAY20665,P1102,2025-05-03,5.54,Approved,2025.0,5.0
PAY20666,P1102,2025-08-12,14.61,Pending,2025.0,8.0
PAY20667,P1102,2025-05-27,6.83,Paid,2025.0,5.0
PAY20668,P1102,2025-07-15,7.01,,2025.0,7.0
PAY20669,P1102,2025-01-28,3.34,On Hold,2025.0,1.0
PAY20670,,2025-07-12,11.18,Approved,2025.0,7.0
PAY20671,P1102,2025-02-09,12.71,Paid,2025.0,2.0
PAY20672,P1102,2025-07-24,5.44,On Hold,2025.0,7.0
PAY20673,P1102,2025-04-07,4.92,Approved,2025.0,4.0
PAY20674,P1102,2024-11-28,13.73,Paid,2024.0,11.0
PAY20675,P1103,2026-04-20,9.42,Pending,2026.0,4.0
PAY20676,P1103,2026-05-25,3.23,Partially Paid,2026.0,5.0
PAY20677,P1103,2026-05-09,5.22,Partially Paid,2026.0,5.0
PAY20678,P1103,2026-05-15,11.38,Pending,2026.0,5.0
PAY20679,P1103,2026-04-25,0.48,Pending,2026.0,4.0
PAY20680,P1103,2026-04-18,13.66,On Hold,2026.0,4.0
PAY20681,P1103,2026-04-11,11.41,On Hold,2026.0,4.0
PAY20682,P1103,2026-02-10,6.12,Paid,2026.0,2.0
PAY20683,P1103,2026-02-20,1.63,On Hold,2026.0,2.0
PAY20684,P1104,2028-04-09,4.13,Approved,2028.0,4.0
PAY20685,P1104,2027-05-18,5.47,Pending,2027.0,5.0
PAY20686,P1104,2026-12-18,1.78,Approved,2026.0,12.0
PAY20687,P1104,2027-08-09,8.66,Paid,2027.0,8.0
PAY20688,P1104,2026-10-16,14.99,Partially Paid,2026.0,10.0
PAY20689,P1104,2028-03-13,0.85,On Hold,2028.0,3.0
PAY20690,P1104,2026-04-26,10.1,Approved,2026.0,4.0
PAY20691,P1104,2025-12-15,7.54,Pending,2025.0,12.0
PAY20692,P1104,2026-07-28,13.16,Partially Paid,2026.0,7.0
PAY20693,P1105,2024-02-15,0.43,Pending,2024.0,2.0
PAY20694,P1105,2023-12-13,12.9,Partially Paid,2023.0,12.0
PAY20695,P1105,2024-07-14,6.36,On Hold,2024.0,7.0
PAY20696,P1105,2024-09-18,3.09,Pending,2024.0,9.0
PAY20697,P1105,2024-08-24,8.82,On Hold,2024.0,8.0
PAY20698,P1105,2024-06-18,11.27,Approved,2024.0,6.0
PAY20699,P1106,2023-07-12,5.71,Pending,2023.0,7.0
PAY20700,P1106,2023-03-20,8.22,Paid,2023.0,3.0
PAY20701,P1106,2022-09-11,4.99,Pending,2022.0,9.0
PAY20702,P1106,2023-10-30,8.79,Paid,2023.0,10.0
PAY20703,P1106,2023-09-28,10.7,On Hold,2023.0,9.0
PAY20704,P1106,2023-03-14,1.8,On Hold,2023.0,3.0
PAY20705,P1106,2022-12-16,10.87,On Hold,2022.0,12.0
PAY20706,P1107,2024-07-22,4.22,Paid,2024.0,7.0
PAY20707,P1107,2024-07-19,9.38,Partially Paid,2024.0,7.0
PAY20708,P1107,2024-09-24,6.68,Pending,2024.0,9.0
PAY20709,P1107,2023-12-08,8.51,On Hold,2023.0,12.0
PAY20710,P1107,2024-10-24,1.1,Approved,2024.0,10.0
PAY20711,P1107,2024-07-28,13.05,Pending,2024.0,7.0
PAY20712,P1108,2025-04-17,1.21,Approved,2025.0,4.0
PAY20713,P1108,2025-01-03,14.22,Paid,2025.0,1.0
PAY20714,P1108,2025-09-04,6.6,Pending,2025.0,9.0
PAY20715,P1108,2025-05-30,3.42,Partially Paid,2025.0,5.0
PAY20716,P1109,2026-06-15,10.53,Approved,2026.0,6.0
PAY20717,P1109,2026-03-01,3.68,On Hold,2026.0,3.0
PAY20718,P1109,2026-04-09,2.38,On Hold,2026.0,4.0
PAY20719,P1109,2026-08-27,8.91,Paid,2026.0,8.0
PAY20720,P1109,,1.03,Approved,,
PAY20721,P1109,2026-07-10,2.02,Paid,2026.0,7.0
PAY20722,P1109,2026-07-24,1.19,Partially Paid,2026.0,7.0
PAY20723,P1110,2025-11-16,3.92,On Hold,2025.0,11.0
PAY20724,P1110,2025-10-31,12.58,Paid,2025.0,10.0
PAY20725,P1110,2027-02-24,13.95,Paid,2027.0,2.0
PAY20726,P1110,2026-04-05,1.56,Partially Paid,2026.0,4.0
PAY20727,P1110,2026-12-09,10.59,Partially Paid,2026.0,12.0
PAY20728,P1111,2026-09-10,10.52,Pending,2026.0,9.0
PAY20729,P1111,2026-08-02,2.95,Approved,2026.0,8.0
PAY20730,P1111,2026-08-14,2.87,Partially Paid,2026.0,8.0
PAY20731,P1111,2026-05-01,7.62,Pending,2026.0,5.0
PAY20732,P1111,2026-05-09,6.17,Pending,2026.0,5.0
PAY20733,P1111,2026-08-10,14.79,Paid,2026.0,8.0
PAY20734,P1111,2026-07-29,6.91,Paid,2026.0,7.0
PAY20735,P1111,2026-05-06,0.55,On Hold,2026.0,5.0
PAY20736,P1111,2025-10-17,14.73,Paid,2025.0,10.0
PAY20737,P1112,2022-11-08,2.74,On Hold,2022.0,11.0
PAY20738,P1112,2022-08-15,0.32,Partially Paid,2022.0,8.0
PAY20739,P1112,2023-06-12,0.66,On Hold,2023.0,6.0
PAY20740,P1112,2024-03-01,5.78,Paid,2024.0,3.0
PAY20741,P1112,2023-01-26,3.03,On Hold,2023.0,1.0
PAY20742,P1112,2023-12-26,2.93,Pending,2023.0,12.0
PAY20743,P1112,2023-07-22,1.68,Pending,2023.0,7.0
PAY20744,P1112,2024-04-08,5.77,Pending,2024.0,4.0
PAY20745,P1113,2026-09-24,12.73,Pending,2026.0,9.0
PAY20746,P1113,2026-03-04,2.45,Partially Paid,2026.0,3.0
PAY20747,P1113,2024-11-01,9.43,On Hold,2024.0,11.0
PAY20748,P1113,2025-02-01,12.16,Approved,2025.0,2.0
PAY20749,P1113,2025-07-26,1.84,Pending,2025.0,7.0
PAY20750,P1113,2026-05-28,7.9,Paid,2026.0,5.0
PAY20751,P1113,2026-02-22,3.1,Pending,2026.0,2.0
PAY20752,P1113,2026-06-20,13.82,Partially Paid,2026.0,6.0
PAY20753,P1113,2026-08-06,8.33,Partially Paid,2026.0,8.0
PAY20754,P1113,2026-01-02,14.17,On Hold,2026.0,1.0
PAY20755,P1114,2026-12-31,3.88,Pending,2026.0,12.0
PAY20756,P1114,2026-09-21,14.42,Partially Paid,2026.0,9.0
PAY20757,P1114,2026-07-30,11.96,Paid,2026.0,7.0
PAY20758,P1114,2027-01-20,1.11,Partially Paid,2027.0,1.0
PAY20759,P1115,2024-01-26,1.59,Approved,2024.0,1.0
PAY20760,P1115,2024-02-02,8.55,On Hold,2024.0,2.0
PAY20761,P1115,2024-01-28,6.06,On Hold,2024.0,1.0
PAY20762,P1115,2024-05-31,3.21,Approved,2024.0,5.0
PAY20763,P1116,2027-01-06,11.51,Approved,2027.0,1.0
PAY20764,P1116,2027-07-08,6.54,Partially Paid,2027.0,7.0
PAY20765,P1116,2026-10-26,1.47,Paid,2026.0,10.0
PAY20766,P1116,2027-02-20,1.79,On Hold,2027.0,2.0
PAY20767,P1116,2027-02-12,9.24,Approved,2027.0,2.0
PAY20768,P1117,2025-04-06,11.62,Paid,2025.0,4.0
PAY20769,P1117,2025-12-08,12.51,Pending,2025.0,12.0
PAY20770,P1117,2024-09-15,4.78,On Hold,2024.0,9.0
PAY20771,P1117,2026-01-21,8.26,Approved,2026.0,1.0
PAY20772,P1117,2024-08-04,8.13,,2024.0,8.0
PAY20773,P1117,2025-04-22,5.93,Approved,2025.0,4.0
PAY20774,P1117,2025-12-18,1.02,Partially Paid,2025.0,12.0
PAY20775,P1117,2025-11-18,7.98,Pending,2025.0,11.0
PAY20776,P1117,2025-11-18,5.72,Paid,2025.0,11.0
PAY20777,P1117,2025-01-21,1.71,Pending,2025.0,1.0
PAY20778,P1118,2024-08-24,4.97,Pending,2024.0,8.0
PAY20779,P1118,2024-01-15,3.3,On Hold,2024.0,1.0
PAY20780,P1118,2022-09-10,0.92,Partially Paid,2022.0,9.0
PAY20781,P1118,2023-03-24,13.53,Paid,2023.0,3.0
PAY20782,P1118,2023-06-19,0.32,Pending,2023.0,6.0
PAY20783,P1118,2024-07-01,12.25,Approved,2024.0,7.0
PAY20784,P1119,2026-02-17,12.44,Approved,2026.0,2.0
PAY20785,P1119,2026-02-23,0.91,Pending,2026.0,2.0
PAY20786,,,3.88,Approved,,
PAY20787,P1119,2026-03-06,10.29,Approved,2026.0,3.0
PAY20788,P1119,2025-11-14,14.12,Approved,2025.0,11.0
PAY20789,P1120,2023-06-14,6.38,Partially Paid,2023.0,6.0
PAY20790,P1120,2024-06-24,4.35,Pending,2024.0,6.0
PAY20791,P1120,2024-10-15,3.99,Paid,2024.0,10.0
PAY20792,P1120,2024-07-12,0.87,Partially Paid,2024.0,7.0
PAY20793,p1120,2023-10-13,10.03,Pending,2023.0,10.0
PAY20794,P1120,2023-08-15,9.65,Paid,2023.0,8.0
PAY20795,P1120,2023-11-13,13.56,Partially Paid,2023.0,11.0
PAY20796,P1120,2023-08-11,2.95,Approved,2023.0,8.0
PAY20797,P1120,2023-11-22,14.17,Approved,2023.0,11.0
PAY20798,P1121,2025-11-02,8.16,Approved,2025.0,11.0
PAY20799,P1121,2026-08-21,4.11,Paid,2026.0,8.0
PAY20800,P1121,2026-02-23,12.39,Pending,2026.0,2.0
PAY20801,P1121,2025-04-13,8.43,Partially Paid,2025.0,4.0
PAY20802,P1121,2025-08-08,2.12,Paid,2025.0,8.0
PAY20803,P1121,2026-05-10,7.31,Paid,2026.0,5.0
PAY20804,P1121,2025-09-06,0.81,Partially Paid,2025.0,9.0
PAY20805,P1121,2025-07-22,1.48,Paid,2025.0,7.0
PAY20806,P1121,2025-09-19,6.68,,2025.0,9.0
PAY20807,P1122,2023-10-26,2.36,On Hold,2023.0,10.0
PAY20808,P1122,2023-11-10,0.86,,2023.0,11.0
PAY20809,P1122,2023-11-09,14.62,Pending,2023.0,11.0
