Milestone_ID,Project_ID,Milestone_Name,Planned_Date,Actual_Date,Status
M5457,P1082,Foundation,2023-11-24,2023-12-14,Completed
M5458,P1082,Major Construction,2024-03-07,2024-03-17,Completed
M5459,P1083,Structural Work,2023-09-19,2023-11-18,Completed
M5460,P1083,Testing,2023-11-26,,Completed
M5461,P1083,Foundation,2024-02-02,2024-02-07,Delayed
M5462,P1083,Final Handover,2024-04-10,2024-06-09,Completed
M5463,P1083,Design Approval,2024-06-17,2024-06-19,Completed
M5464,P1084,Safety Inspection,2026-02-10,2026-04-11,Completed
M5465,P1084,Major Construction,2026-06-06,2026-06-11,Delayed
M5466,P1084,Testing,2026-09-30,2026-10-05,Completed
M5467,P1084,Final Handover,2027-01-25,2027-03-26,Completed
M5468,P1084,Foundation,2027-05-21,2027-05-31,Completed
M5469,P1084,Design Approval,2027-09-14,,In Progress
M5470,P1084,Structural Work,2028-01-08,,In Progress
M5471,P1085,Land Acquisition,2025-10-27,2025-10-29,Delayed
M5472,P1085,Safety Inspection,2026-01-24,2026-02-03,Delayed
M5473,P1085,Structural Work,2026-04-22,2026-05-27,Delayed
M5474,P1085,Foundation,2026-07-20,2026-07-22,Completed
M5475,P1085,Design Approval,2026-10-16,2026-11-20,Completed
M5476,P1085,Final Handover,2027-01-13,,Completed
M5477,P1086,Major Construction,2026-02-22,2026-03-29,Delayed
M5478,P1086,Structural Work,2026-05-11,,In Progress
M5479,P1086,Design Approval,2026-07-29,,In Progress
M5480,P1086,Land Acquisition,2026-10-15,2026-10-15,Completed
M5481,P1086,Testing,2027-01-02,2027-01-22,Completed
M5482,P1086,Final Handover,2027-03-21,2027-03-21,Completed
M5483,P1087,Foundation,2024-06-10,2024-06-20,Completed
M5484,P1087,Testing,2024-10-20,2024-10-25,Delayed
M5485,P1087,Structural Work,2025-03-01,,In Progress
M5486,P1087,Land Acquisition,2025-07-12,,Pending
M5487,P1087,Design Approval,2025-11-21,2026-01-20,Completed
M5488,P1087,Major Construction,2026-04-02,2026-06-01,Delayed
M5489,P1088,Final Handover,2026-03-17,,Completed
M5490,P1088,Design Approval,2026-07-19,2026-09-17,Completed
M5491,P1088,Safety Inspection,2026-11-20,2026-11-30,Completed
M5492,P1088,Foundation,2027-03-24,2027-03-24,Completed
M5493,P1089,,2023-09-12,,Pending
M5494,P1089,Major Construction,2023-11-05,,Pending
M5495,P1089,Testing,2023-12-29,,Not Started
M5496,P1089,Final Handover,2024-02-22,2024-02-27,Delayed
M5497,P1089,Structural Work,2024-04-16,,Pending
M5498,P1089,Safety Inspection,2024-06-09,2024-06-09,Completed
M5499,P1089,Foundation,2024-08-02,,Pending
M5500,P1090,Testing,2023-04-04,2023-04-04,Delayed
M5501,P1090,Land Acquisition,2023-05-13,2023-06-16,Delayed
M5502,P1090,Design Approval,2023-06-21,2023-06-21,Completed
M5503,P1090,Foundation,2023-07-30,2023-07-30,Completed
M5504,P1090,Safety Inspection,2023-09-06,,Not Started
M5505,P1090,Final Handover,2023-10-15,2023-10-20,Completed
M5506,P1090,Structural Work,2023-11-23,2023-12-21,Delayed
M5507,P1091,Final Handover,2023-02-03,2023-02-13,Completed
M5508,P1091,Design Approval,2023-06-15,2023-06-25,Completed
M5509,P1091,Foundation,2023-10-25,2023-10-30,Completed
M5510,P1091,Major Construction,2024-03-05,2024-03-15,Completed
M5511,P1091,Testing,2024-07-15,2024-07-25,Completed
M5512,P1092,Testing,2023-08-15,2023-09-04,Completed
M5513,P1092,Foundation,2023-10-03,2023-10-05,Delayed
M5514,P1092,Final Handover,2023-11-21,2023-11-26,Completed
M5515,P1092,Structural Work,2024-01-09,2024-03-09,Delayed
M5516,P1092,Safety Inspection,2024-02-27,2024-02-27,Completed
M5517,P1093,Testing,2023-08-21,2023-09-25,Delayed
M5518,P1093,Final Handover,2024-01-13,2024-01-15,Completed
M5519,P1093,Land Acquisition,2024-06-06,2024-07-11,Completed
M5520,P1093,Major Construction,2024-10-29,2024-11-18,Completed
M5521,P1093,Structural Work,2025-03-23,2025-03-25,Completed
M5522,P1094,Structural Work,2024-08-29,2024-09-18,
M5523,P1094,Land Acquisition,2024-10-31,,Not Started
M5524,P1094,Final Handover,2025-01-02,,Not Started
M5525,P1094,Design Approval,2025-03-06,2025-03-11,Completed
M5526,P1095,Land Acquisition,2024-01-14,,Pending
M5527,P1095,Design Approval,2024-06-03,2024-07-08,Completed
M5528,P1095,Testing,2024-10-22,2024-11-26,Delayed
M5529,P1095,Structural Work,2025-03-12,,Not Started
M5530,P1096,Major Construction,2023-08-23,2023-08-23,Completed
M5531,P1096,Final Handover,2024-01-03,2024-01-03,Completed
M5532,P1096,Land Acquisition,2024-05-14,2024-06-03,Delayed
M5533,P1096,Testing,2024-09-24,2024-10-14,Completed
M5534,P1097,Safety Inspection,2022-07-12,2022-09-19,Delayed
M5535,P1097,Testing,,,Pending
M5536,P1097,Land Acquisition,2022-10-31,2023-01-05,Delayed
M5537,P1097,Major Construction,2022-12-26,2023-01-30,Completed
M5538,P1097,Foundation,2023-02-19,2023-03-11,Delayed
M5539,P1098,Testing,2024-07-16,2024-08-20,Completed
M5540,P1098,Major Construction,2024-10-10,,Not Started
M5541,P1098,Foundation,2025-01-04,2025-01-14,Completed
M5542,P1098,Final Handover,2025-03-31,2025-04-10,Delayed
M5543,P1098,Structural Work,2025-06-25,,Pending
M5544,P1098,Safety Inspection,2025-09-19,,In Progress
M5545,P1099,Foundation,2023-05-30,,Pending
M5546,P1099,Final Handover,2023-08-18,,Pending
M5547,P1099,Land Acquisition,2023-11-05,2023-12-25,Delayed
M5548,P1099,Safety Inspection,2024-01-24,,Not Started
M5549,P1100,Design Approval,2025-11-12,2025-11-17,Completed
M5550,P1100,Land Acquisition,2026-04-16,2026-06-15,Completed
M5551,P1100,Structural Work,2026-09-18,2026-09-28,Completed
M5552,P1100,Foundation,2027-02-20,,Not Started
M5553,P1100,Final Handover,2027-07-25,2027-08-04,Completed
M5554,P1101,Design Approval,2022-03-07,2022-03-07,Completed
M5555,P1101,Major Construction,2022-04-29,2022-06-28,Delayed
M5556,P1101,Testing,2022-06-21,2022-08-20,Completed
M5557,P1101,Foundation,2022-08-13,,Pending
M5558,P1101,Land Acquisition,2022-10-05,,Not Started
M5559,P1101,Safety Inspection,2022-11-27,,Not Started
M5560,P1101,Final Handover,2023-01-19,,In Progress
M5561,P1102,Major Construction,2024-11-12,2024-11-14,Completed
M5562,P1102,Final Handover,2025-03-10,2025-03-12,Completed
M5563,P1102,Land Acquisition,2025-07-06,2025-08-10,Delayed
M5564,P1102,Foundation,2025-11-01,2025-12-31,Completed
M5565,P1103,Safety Inspection,2025-12-04,2025-12-14,Completed
M5566,P1103,Foundation,2026-01-27,2026-02-01,Completed
M5567,P1103,Structural Work,2026-03-22,2026-04-01,Completed
M5568,P1103,Design Approval,2026-05-15,2026-05-25,Completed
M5569,P1103,Major Construction,2026-07-08,2026-08-12,Completed
M5570,P1104,Structural Work,2026-03-24,,Not Started
M5571,P1104,Land Acquisition,2026-08-27,2026-10-01,Delayed
M5572,P1104,Foundation,2027-01-30,2027-02-04,Completed
M5573,P1104,Final Handover,2027-07-04,2027-07-24,Completed
M5574,P1104,Testing,2027-12-07,,Pending
M5575,P1105,Final Handover,2023-12-24,2023-12-29,Completed
M5576,P1105,Major Construction,2024-02-14,2024-04-14,Completed
M5577,P1105,Design Approval,2024-04-06,2024-04-06,Completed
M5578,P1105,Structural Work,2024-05-27,2024-05-29,Completed
M5579,P1105,Land Acquisition,2024-07-18,2024-08-22,Completed
M5580,P1105,Safety Inspection,2024-09-08,2024-09-18,Completed
M5581,P1106,Structural Work,2022-07-04,,Delayed
M5582,P1106,Testing,2022-10-10,2022-10-12,Completed
M5583,P1106,Major Construction,2023-01-16,2023-02-20,Completed
M5584,P1106,Design Approval,2023-04-24,2023-04-24,Completed
M5585,P1106,Safety Inspection,2023-07-31,2023-09-04,Completed
M5586,P1106,Foundation,2023-11-06,2023-12-11,Completed
M5587,P1107,Safety Inspection,2024-01-19,,Pending
M5588,P1107,Testing,2024-04-11,2024-05-16,Delayed
M5589,P1107,Foundation,2024-07-03,2024-07-13,Completed
M5590,P1107,Final Handover,2024-09-24,,In Progress
M5591,P1108,Foundation,2024-07-10,2024-07-27,Delayed
M5592,P1108,Design Approval,2024-10-29,2024-11-18,Completed
M5593,P1108,Major Construction,2025-02-18,2025-02-28,Completed
M5594,P1108,Structural Work,2025-06-09,2025-07-14,Completed
M5595,P1109,Major Construction,2025-10-08,2025-10-18,Completed
M5596,P1109,Design Approval,2025-12-03,2025-12-08,Completed
M5597,P1109,Final Handover,2026-01-28,2026-02-07,Completed
M5598,P1109,Foundation,2026-03-25,2026-04-04,Completed
M5599,P1109,Land Acquisition,2026-05-20,2026-06-09,Completed
M5600,P1109,Testing,2026-07-15,2026-07-20,Completed
M5601,P1110,Foundation,2025-06-27,2025-07-29,Delayed
M5602,P1110,Design Approval,2025-09-22,2025-11-21,Completed
M5603,P1110,Testing,2025-12-19,2026-01-23,Delayed
M5604,P1110,Safety Inspection,2026-03-16,2026-04-05,Completed
M5605,P1110,Major Construction,2026-06-11,2026-08-10,Completed
M5606,P1110,Land Acquisition,2026-09-07,2026-11-01,Delayed
M5607,P1110,Structural Work,2026-12-03,,In Progress
M5608,P1111,Major Construction,2025-09-23,2025-09-23,Completed
M5609,P1111,Structural Work,2025-12-01,2026-01-14,Delayed
M5610,P1111,Testing,2026-02-08,2026-03-24,Delayed
M5611,P1111,Foundation,2026-04-18,2026-06-17,Delayed
M5612,P1111,Design Approval,2026-06-25,2026-08-24,Delayed
M5613,P1111,Land Acquisition,2026-09-02,2026-11-01,Delayed
M5614,P1111,Final Handover,2026-11-10,2027-01-11,Delayed
M5615,p1112,Safety Inspection,2022-11-25,2022-11-25,Delayed
M5616,P1112,Structural Work,2023-04-19,,Pending
M5617,P1112,Final Handover,2023-09-11,,In Progress
M5618,P1112,Design Approval,2024-02-03,2024-03-09,Completed
M5619,P1112,Major Construction,2024-06-27,,Pending
M5620,P1113,Final Handover,2025-01-04,2025-01-06,Delayed
M5621,P1113,Safety Inspection,2025-05-10,2025-05-10,Delayed
M5622,P1113,Major Construction,2025-09-12,2025-09-22,Completed
M5623,P1113,Structural Work,2026-01-16,2026-01-26,Delayed
M5624,P1113,Foundation,2026-05-21,2026-05-21,Completed
M5625,P1114,Land Acquisition,2026-03-16,2026-03-21,Completed
M5626,P1114,Major Construction,2026-06-10,2026-06-20,Completed
M5627,P1114,Structural Work,2026-09-04,,Pending
M5628,P1114,Safety Inspection,2026-11-29,,Pending
M5629,P1114,Final Handover,2027-02-23,2027-03-30,Delayed
M5630,P1114,Testing,2027-05-20,2027-06-09,Completed
M5631,P1114,Design Approval,2027-08-14,2027-09-03,Completed
M5632,P1115,Safety Inspection,2022-10-22,,Pending
M5633,P1115,Foundation,2023-01-31,2023-03-07,Completed
M5634,P1115,Structural Work,2023-05-13,2023-06-12,Delayed
M5635,P1115,Land Acquisition,2023-08-22,2023-09-26,Delayed
M5636,P1115,Design Approval,2023-12-01,2023-12-26,Delayed
M5637,P1115,Testing,2024-03-12,2024-03-22,Completed
M5638,P1115,Major Construction,2024-06-21,2024-07-01,Completed
M5639,P1116,Testing,2026-02-05,,Pending
M5640,P1116,Major Construction,2026-07-08,,Pending
M5641,P1116,Final Handover,2026-12-08,2026-12-13,Delayed
M5642,P1116,,2027-05-10,2027-05-12,Completed
M5643,P1116,Safety Inspection,2027-10-10,,Pending
M5644,P1117,Major Construction,2024-10-16,,Not Started
M5645,P1117,Land Acquisition,2025-03-17,,Not Started
M5646,P1117,Structural Work,2025-08-16,,Pending
M5647,P1117,Testing,2026-01-15,2026-02-19,Delayed
M5648,P1118,Safety Inspection,2022-10-29,2022-12-09,Delayed
M5649,P1118,Structural Work,2023-02-01,2023-02-03,Completed
M5650,P1118,Land Acquisition,2023-05-07,2023-05-26,Delayed
M5651,P1118,Major Construction,2023-08-10,2023-08-10,Completed
M5652,P1118,Testing,2023-11-13,,Completed
M5653,P1118,Final Handover,2024-02-16,2024-02-18,Completed
M5654,P1118,,2024-05-21,2024-06-27,Delayed
M5655,P1119,Testing,2025-08-23,,In Progress
M5656,P1119,Land Acquisition,2025-10-13,,Pending
M5657,P1119,Safety Inspection,2025-12-03,2025-12-05,Completed
M5658,P1119,Foundation,2026-01-23,2026-03-14,Delayed
M5659,P1119,Major Construction,2026-03-15,2026-03-25,Completed
M5660,P1119,Design Approval,2026-05-05,2026-05-27,Delayed
M5661,P1119,Structural Work,2026-06-25,2026-07-30,Completed
M5662,P1120,Major Construction,2023-07-13,,Not Started
M5663,P1120,Structural Work,,,Not Started
M5664,P1120,Final Handover,2023-11-29,,In Progress
M5665,P1120,Foundation,2024-02-07,2024-02-09,Completed
M5666,P1120,Testing,2024-04-16,,Pending
M5667,P1120,Safety Inspection,2024-06-25,2024-06-25,Delayed
M5668,P1120,Design Approval,2024-09-02,,Pending
M5669,P1121,Safety Inspection,2025-04-06,,Not Started
M5670,P1121,Structural Work,2025-07-26,2025-08-30,Completed
M5671,P1121,Land Acquisition,2025-11-15,,In Progress
M5672,P1121,Foundation,2026-03-06,,In Progress
M5673,P1121,Major Construction,2026-06-25,2026-07-15,Completed
M5674,P1122,Design Approval,2022-12-28,2023-01-17,Completed
M5675,P1122,Testing,2023-04-13,2023-04-15,Completed
M5676,P1122,Foundation,2023-07-28,2023-09-01,Delayed
M5677,P1122,Safety Inspection,2023-11-11,2024-01-10,Completed
M5678,P1123,Final Handover,2022-06-14,2022-08-13,Delayed
M5679,P1123,Design Approval,2022-10-03,2022-10-03,Completed
M5680,P1123,Testing,2023-01-22,2023-02-26,Completed
M5681,P1123,Structural Work,2023-05-12,2023-05-12,Completed
M5682,P1123,Foundation,2023-08-31,2023-09-05,Completed
M5683,P1124,Foundation,2022-07-04,,Not Started
M5684,P1124,Final Handover,2022-10-19,2022-10-21,Delayed
M5685,P1124,Land Acquisition,2023-02-02,2023-02-02,Completed
M5686,P1124,Safety Inspection,2023-05-20,,In Progress
M5687,P1125,Major Construction,2023-04-12,,In Progress
M5688,P1125,Structural Work,2023-09-19,2023-09-24,Completed
M5689,P1125,Land Acquisition,2024-02-26,2024-02-28,Completed
M5690,P1125,Safety Inspection,2024-08-04,2024-08-04,Completed
M5691,P1126,Final Handover,2025-04-08,,Pending
M5692,P1126,Major Construction,2025-09-25,2025-10-05,Completed
M5693,P1126,Land Acquisition,2026-03-14,,Pending
M5694,P1126,Structural Work,2026-08-31,,Pending
M5695,P1127,Structural Work,2025-11-23,,Not Started
M5696,P1127,Testing,2026-01-17,2026-01-22,Completed
M5697,P1127,Land Acquisition,2026-03-12,,Not Started
M5698,P1127,Final Handover,2026-05-06,,In Progress
M5699,P1127,Major Construction,2026-06-29,2026-06-29,Completed
M5700,P1128,Land Acquisition,2024-05-30,2024-06-04,Completed
M5701,P1128,Major Construction,2024-08-27,2024-10-01,Completed
M5702,P1128,Foundation,2024-11-24,2024-11-26,Completed
M5703,P1128,Design Approval,2025-02-21,2025-03-13,Completed
M5704,P1128,Testing,2025-05-21,2025-05-26,Completed
M5705,P1128,Final Handover,2025-08-18,2025-09-22,Completed
M5706,P1129,Foundation,2024-05-04,2024-05-04,Completed
M5707,P1129,Land Acquisition,2024-09-14,2024-10-19,Completed
M5708,P1129,Final Handover,2025-01-25,2025-01-25,Completed
M5709,P1129,Major Construction,2025-06-07,2025-06-09,Delayed
M5710,P1129,Testing,2025-10-18,2025-10-23,Completed
M5711,P1130,Design Approval,2024-09-10,2024-11-09,Delayed
M5712,P1130,Safety Inspection,2024-10-26,2024-10-31,Delayed
M5713,P1130,Structural Work,2024-12-11,2024-12-13,Completed
M5714,P1130,Major Construction,2025-01-26,2025-02-15,Completed
M5715,P1130,Final Handover,2025-03-13,2025-03-23,Completed
M5716,P1131,Testing,2025-10-18,2025-10-28,Delayed
M5717,P1131,Structural Work,2025-12-19,2025-12-24,Completed
M5718,P1131,Safety Inspection,2026-02-19,2026-02-21,Completed
M5719,P1131,Land Acquisition,2026-04-22,2026-05-27,Completed
M5720,P1131,Major Construction,2026-06-23,2026-07-28,Completed
M5721,P1131,Design Approval,2026-08-24,2026-09-13,Delayed
M5722,P1132,Safety Inspection,2023-04-21,2023-04-23,Delayed
M5723,P1132,Design Approval,2023-07-24,2023-10-02,Delayed
M5724,P1132,Major Construction,2023-10-25,2023-12-22,Delayed
M5725,P1132,Final Handover,2024-01-27,2024-01-29,Completed
M5726,P1132,Testing,2024-04-29,2024-05-23,Delayed
M5727,P1132,Structural Work,2024-08-01,2024-10-17,Delayed
M5728,P1132,Foundation,2024-11-02,2024-11-22,Delayed
M5729,P1133,Design Approval,2023-12-08,2023-12-08,Delayed
M5730,P1133,Safety Inspection,2024-01-26,2024-03-01,Completed
M5731,P1133,Structural Work,2024-03-15,,Completed
M5732,P1133,Final Handover,2024-05-04,2024-07-03,Completed
M5733,P1133,Foundation,2024-06-22,2024-07-27,Completed
M5734,P1133,Major Construction,2024-08-10,2024-08-15,Delayed
M5735,P1134,Structural Work,2025-09-06,2025-09-16,Completed
M5736,P1134,Design Approval,2025-12-01,2025-12-21,Completed
M5737,P1134,Testing,2026-02-24,2026-03-16,Delayed
M5738,P1134,Foundation,2026-05-21,2026-07-20,Completed
M5739,P1134,Major Construction,2026-08-15,2026-09-04,Completed
M5740,P1134,Final Handover,2026-11-08,2026-11-28,Completed
M5741,P1134,Safety Inspection,2027-02-02,2027-02-07,Completed
M5742,P1135,Safety Inspection,2026-02-11,2026-02-21,Delayed
M5743,P1135,Testing,2026-06-06,2026-06-08,Completed
M5744,P1135,Major Construction,2026-09-29,2026-10-01,Delayed
M5745,P1135,Structural Work,2027-01-21,2027-01-26,Delayed
M5746,P1135,Foundation,2027-05-16,2027-07-15,Completed
M5747,P1136,Land Acquisition,2024-05-12,,In Progress
M5748,P1136,Final Handover,,,Pending
M5749,P1136,Testing,2024-12-05,2025-01-09,Delayed
M5750,P1136,Safety Inspection,2025-03-18,,Not Started
M5751,P1136,Design Approval,2025-06-29,,In Progress
M5752,P1137,Final Handover,,2025-02-26,Completed
M5753,P1137,Major Construction,2025-07-02,2025-07-02,Delayed
M5754,P1137,Structural Work,2025-11-08,,Pending
M5755,P1137,Safety Inspection,2026-03-16,,In Progress
M5756,P1137,Testing,2026-07-22,2026-08-11,Completed
M5757,P1138,Land Acquisition,2022-10-19,2022-10-29,Completed
M5758,P1138,Major Construction,2023-03-08,2023-04-12,Completed
M5759,P1138,Structural Work,2023-07-27,2023-07-27,Completed
M5760,P1138,Foundation,2023-12-14,2024-01-18,Completed
M5761,P1139,Land Acquisition,2023-11-04,2023-11-14,Completed
M5762,P1139,Foundation,2024-01-21,2024-03-21,Completed
M5763,P1139,Major Construction,2024-04-08,2024-04-08,Completed
M5764,P1139,Final Handover,2024-06-25,,Not Started
M5765,P1139,Structural Work,2024-09-11,2024-10-16,Delayed
M5766,P1139,Design Approval,2024-11-28,,Not Started
M5767,P1140,Major Construction,2022-06-24,2022-07-04,Completed
M5768,P1140,Safety Inspection,2022-10-24,2022-10-24,Completed
M5769,P1140,Testing,2023-02-23,2023-03-15,Completed
M5770,P1140,Final Handover,2023-06-25,2023-06-30,Completed
M5771,P1141,Foundation,2024-09-30,2024-10-05,Completed
M5772,P1141,Major Construction,2025-03-15,2025-04-19,Completed
M5773,P1141,Testing,2025-08-27,2025-10-26,Completed
M5774,P1141,Design Approval,2026-02-09,2026-02-09,Completed
M5775,P1142,Final Handover,2024-12-14,2025-01-19,Delayed
M5776,P1142,Safety Inspection,2025-02-01,2025-03-08,Completed
M5777,P1142,Structural Work,2025-03-23,2025-03-28,Completed
M5778,P1142,Testing,2025-05-11,2025-05-21,Delayed
M5779,P1142,,2025-06-29,2025-07-09,Completed
M5780,P1143,Safety Inspection,2023-05-29,,In Progress
M5781,P1143,Structural Work,2023-09-17,2023-09-22,Completed
M5782,P1143,Foundation,2024-01-06,2024-01-26,Completed
M5783,P1143,Design Approval,2024-04-27,,In Progress
M5784,P1143,Final Handover,2024-08-16,,Not Started
M5785,P1143,Land Acquisition,2024-12-05,,In Progress
M5786,P1143,Major Construction,2025-03-26,2025-05-25,Completed
M5787,P1144,Safety Inspection,2025-11-01,2025-12-06,Completed
M5788,P1144,Structural Work,2026-03-04,2026-03-04,Completed
M5789,P1144,Testing,2026-07-05,2026-07-05,Delayed
M5790,P1144,Design Approval,2026-11-04,2026-11-04,Delayed
M5791,P1144,Major Construction,2027-03-07,2027-04-11,Completed
M5792,P1144,Foundation,2027-07-08,2027-07-08,Completed
M5793,P1145,Land Acquisition,2025-12-14,2026-01-18,Completed
M5794,P1145,Major Construction,2026-06-11,2026-06-11,Completed
M5795,P1145,Testing,2026-12-07,2026-12-09,Delayed
M5796,P1145,Design Approval,2027-06-04,2027-07-09,Completed
M5797,P1146,Foundation,2022-07-22,,Pending
M5798,P1146,Final Handover,2022-10-10,,In Progress
M5799,P1146,Safety Inspection,2022-12-29,,
M5800,P1146,Structural Work,2023-03-19,,In Progress
M5801,P1147,Foundation,2024-05-17,2024-05-17,Completed
M5802,P1147,Safety Inspection,2024-09-04,,In Progress
M5803,P1147,Land Acquisition,2024-12-22,2024-12-22,Delayed
M5804,P1147,Final Handover,2025-04-11,,Pending
M5805,P1147,Testing,2025-07-29,,Pending
M5806,P1147,Design Approval,2025-11-16,,Pending
M5807,P1148,Safety Inspection,,2024-04-16,Delayed
M5808,P1148,Design Approval,2024-08-05,2024-08-05,Completed
M5809,P1148,Major Construction,2024-12-21,2025-01-07,Delayed
M5810,P1148,Land Acquisition,2025-05-09,,Pending
M5811,P1148,Structural Work,2025-09-24,2025-10-09,Delayed
M5812,P1149,Safety Inspection,2023-08-09,,Not Started
M5813,P1149,Foundation,2023-11-09,2023-12-14,Delayed
M5814,P1149,Design Approval,2024-02-09,2024-02-19,Completed
M5815,P1149,Final Handover,2024-05-11,2024-05-11,Delayed
M5816,P1150,Design Approval,2022-12-04,2023-01-08,Completed
M5817,P1150,Major Construction,2023-02-06,2023-04-07,Completed
M5818,P1150,Safety Inspection,2023-04-11,2023-04-21,Completed
M5819,P1150,Foundation,2023-06-14,2023-07-21,Delayed
M5820,P1150,Testing,2023-08-16,2023-10-19,Delayed
M5821,P1150,Structural Work,2023-10-19,2023-12-11,Delayed
M5822,P1150,Final Handover,2023-12-22,2024-01-19,Delayed
M5823,P1151,Final Handover,2024-11-02,2024-11-02,Completed
M5824,P1151,Land Acquisition,2025-02-25,2025-02-25,Completed
M5825,P1151,Testing,,2025-08-19,Delayed
M5826,P1151,Structural Work,2025-10-12,2025-10-12,Completed
M5827,P1151,Design Approval,2026-02-04,2026-02-09,Completed
M5828,P1151,Safety Inspection,2026-05-30,2026-06-01,Delayed
M5829,P1152,Structural Work,2025-09-21,,In Progress
M5830,P1152,Land Acquisition,2026-01-26,,Not Started
M5831,P1152,Safety Inspection,2026-06-02,2026-07-07,Completed
M5832,P1152,Design Approval,2026-10-07,2026-11-11,Completed
M5833,P1152,Final Handover,2027-02-11,,Pending
M5834,P1153,Foundation,2023-12-04,,Not Started
M5835,P1153,Safety Inspection,2024-01-24,2024-03-24,Completed
M5836,P1153,Major Construction,2024-03-15,2024-05-14,Delayed
M5837,P1153,Land Acquisition,2024-05-05,2024-06-09,Completed
M5838,P1153,Testing,2024-06-24,2024-08-23,Completed
M5839,P1153,Structural Work,2024-08-14,,Not Started
M5840,P1153,Design Approval,2024-10-04,2024-10-04,Completed
M5841,P1154,Foundation,2025-11-30,2025-12-02,Completed
M5842,P1154,Safety Inspection,2026-01-19,2026-03-20,Delayed
M5843,P1154,Structural Work,2026-03-10,,Pending
M5844,P1154,Design Approval,2026-04-30,,Pending
M5845,P1154,Final Handover,2026-06-19,2026-06-21,Completed
M5846,P1154,Testing,2026-08-08,,Not Started
M5847,P1155,Safety Inspection,2025-07-23,2025-08-12,Delayed
M5848,P1155,Testing,2025-11-04,2025-11-06,Completed
M5849,P1155,Structural Work,2026-02-17,2026-03-24,Delayed
M5850,P1155,Design Approval,2026-06-01,2026-06-01,Completed
M5851,P1155,Major Construction,2026-09-14,2026-09-14,Completed
M5852,P1155,Land Acquisition,2026-12-27,2027-01-16,Completed
M5853,P1156,Structural Work,2024-07-02,2024-08-31,Completed
M5854,P1156,Final Handover,2024-08-27,,In Progress
M5855,P1156,Testing,2024-10-23,2024-10-25,Completed
M5856,P1156,Design Approval,2024-12-18,2024-12-23,Completed
M5857,P1156,Foundation,2025-02-13,2025-02-18,Completed
M5858,P1156,Land Acquisition,2025-04-10,,In Progress
M5859,P1157,Design Approval,2025-06-16,2025-08-15,
M5860,P1157,Testing,2025-10-08,2025-10-08,Completed
M5861,P1157,Land Acquisition,2026-01-31,,Not Started
M5862,P1157,Major Construction,2026-05-25,2026-06-14,Completed
M5863,P1158,Structural Work,2023-03-31,2023-04-02,Delayed
M5864,P1158,Testing,2023-06-01,2023-06-11,Completed
M5865,P1158,Safety Inspection,2023-08-01,2023-08-21,Delayed
M5866,P1158,Foundation,2023-10-02,2023-10-12,Completed
M5867,P1158,Design Approval,2023-12-02,2023-12-22,Delayed
M5868,P1158,Land Acquisition,2024-02-02,2024-02-07,Completed
M5869,P1158,Final Handover,2024-04-03,2024-04-05,Completed
M5870,P1159,Structural Work,2024-04-10,2024-06-09,Delayed
M5871,P1159,Foundation,2024-08-04,2024-08-06,Completed
M5872,P1159,Design Approval,2024-11-28,2024-12-03,Completed
M5873,P1159,Land Acquisition,2025-03-24,,Not Started
M5874,P1159,Major Construction,2025-07-18,,Pending
M5875,P1159,Testing,2025-11-11,,Not Started
M5876,P1160,Design Approval,2023-10-05,2023-12-04,Delayed
M5877,P1160,Structural Work,2023-11-27,2024-01-01,Delayed
M5878,P1160,Major Construction,2024-01-20,2024-01-22,Completed
M5879,P1160,Safety Inspection,2024-03-13,2024-04-02,Completed
M5880,P1160,Final Handover,2024-05-05,2024-05-25,Completed
M5881,P1161,Safety Inspection,2025-11-29,2025-12-19,Completed
M5882,P1161,Land Acquisition,2026-05-16,2026-05-26,Delayed
M5883,P1161,Final Handover,2026-10-31,2026-12-05,Completed
M5884,P1161,Structural Work,2027-04-17,2027-04-19,Completed
M5885,P1162,Safety Inspection,2022-11-27,2023-01-01,Completed
M5886,P1162,Design Approval,2023-01-15,2023-02-19,Completed
M5887,P1162,Final Handover,2023-03-05,2023-03-15,Completed
M5888,P1162,Foundation,2023-04-23,,In Progress
M5889,P1163,Safety Inspection,2022-06-26,,Pending
M5890,P1163,Design Approval,2022-08-20,2022-09-24,Completed
M5891,P1163,Foundation,2022-10-14,2022-10-19,Delayed
M5892,P1163,Structural Work,2022-12-08,2023-01-18,Delayed
M5893,P1163,Land Acquisition,2023-02-01,2023-02-26,Delayed
M5894,P1164,Land Acquisition,2024-12-11,2024-12-21,Completed
M5895,P1164,Major Construction,2025-02-10,2025-02-12,Completed
M5896,P1164,Testing,2025-04-13,,Pending
M5897,P1164,Foundation,2025-06-13,2025-06-18,Completed
M5898,P1164,Final Handover,2025-08-14,2025-09-18,Delayed
M5899,P1164,Structural Work,2025-10-14,,Not Started
M5900,P1165,Structural Work,2025-04-12,2025-04-12,Completed
M5901,P1165,Foundation,2025-08-14,2025-08-24,Completed
M5902,P1165,Safety Inspection,2025-12-16,2026-01-05,Completed
M5903,P1165,Testing,2026-04-19,2026-04-24,Completed
M5904,P1165,Final Handover,2026-08-21,2026-08-31,Completed
M5905,P1166,Safety Inspection,2022-05-26,2022-05-31,Completed
M5906,P1166,Design Approval,2022-09-20,2022-12-07,Delayed
M5907,P1166,Foundation,,2023-01-17,Completed
M5908,P1166,Land Acquisition,2023-05-12,2023-06-16,Completed
